,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
141,,,135105,Bachelors,,,,Not-in-family,White,,,,,United-States,<=50K
142,31,Private,99928,Masters,,Married-civ-spouse,Prof-specialty,,,Female,0,0,,United-States,<=50K
143,,State-gov,,,,,,Husband,White,,,,1,,>50K
144,38,Private,155222,,,Divorced,,,Black,Female,,,28,United-States,
145,,,523910,Bachelors,,Married-civ-spouse,,Husband,Black,Male,0,,40,United-States,
146,47,Private,,,,,Tech-support,Husband,White,,0,,,United-States,
147,,Federal-gov,,,13,,,,,Male,,0,,United-States,
148,23,Private,197387,5th-6th,3,,,,,Male,0,,,Mexico,
149,36,Private,99374,Some-college,,,,,,,0,0,,United-States,
150,,Private,138992,Masters,,Married-civ-spouse,Prof-specialty,,White,Male,7298,0,40,,>50K
151,24,,,HS-grad,,,Sales,,White,,,,,,
152,,,397317,,14,,,,,,,,,United-States,
153,,,170653,,,Never-married,,,,Male,,,40,Italy,
154,51,Private,259323,,13,,,Husband,White,Male,,,50,United-States,>50K
155,,,254817,,10,,,,White,Female,,,,,<=50K
156,18,,140164,,,Never-married,,Own-child,,Female,,0,40,United-States,<=50K
157,36,,,,13,Married-civ-spouse,Other-service,,Black,,7298,0,,,>50K
158,,,,HS-grad,9,,,Not-in-family,White,Male,0,0,60,,
159,58,Self-emp-inc,,HS-grad,9,Married-civ-spouse,Sales,,White,Female,15024,,35,United-States,
160,,,,,,Never-married,Sales,Own-child,,,0,0,,,
161,,,153790,,10,Never-married,,,,Female,,0,40,United-States,
162,,Self-emp-inc,,7th-8th,,,Machine-op-inspct,Husband,,Male,,,40,United-States,>50K
163,37,,635913,,,Never-married,Exec-managerial,,Black,Male,0,0,60,,
164,50,Private,,,12,,,,,,,0,,,
165,,,,Bachelors,,,,Husband,,,,0,,,<=50K
166,,,109434,Bachelors,13,,,,White,Male,,,,United-States,<=50K
167,,Private,,Some-college,10,,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,
168,,,187656,1st-4th,2,Divorced,,Not-in-family,White,,0,0,,,
169,,Private,51744,HS-grad,,Never-married,,Not-in-family,,,0,,40,United-States,
170,54,Private,,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,,Male,0,,20,,<=50K
171,53,,140359,Preschool,,,Machine-op-inspct,,,,,0,,,<=50K
172,,Private,243313,HS-grad,9,,Sales,Own-child,White,,,0,40,,<=50K
173,60,,,10th,,Divorced,,,Amer-Indian-Eskimo,,0,0,,,
174,66,Self-emp-not-inc,,,9,,,,,Male,,0,50,,<=50K
175,75,Private,,Assoc-voc,11,,Adm-clerical,Not-in-family,,,0,0,,Columbia,
176,35,,538583,,,Separated,Transport-moving,,Black,,3674,,,United-States,<=50K
177,41,,130408,,,,Sales,Unmarried,Black,Female,,0,38,,<=50K
178,28,,76714,,15,,,Not-in-family,White,Male,,,55,United-States,>50K
179,40,,170525,,,Never-married,,Not-in-family,White,Female,0,,,United-States,<=50K
180,41,,180138,,,Married-civ-spouse,Exec-managerial,,,Male,0,0,,,>50K
181,,Local-gov,,Masters,,Married-civ-spouse,,,White,Male,0,0,,United-States,
182,23,Private,,HS-grad,,Never-married,Transport-moving,Own-child,,Male,,,,United-States,<=50K
183,,Private,347890,,13,,Prof-specialty,,,,0,,,,
184,,Self-emp-not-inc,,,,,Other-service,,,,0,0,20,United-States,<=50K
185,,,,,,,Protective-serv,Husband,White,,,0,50,United-States,
186,20,,119156,,,,,,White,Male,0,0,20,United-States,<=50K
187,,Private,,HS-grad,,,,Husband,,,,,,,<=50K
188,58,,236596,HS-grad,,,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
189,32,,183916,HS-grad,,,,Not-in-family,,,0,0,,,
190,40,,207578,Assoc-acdm,,,Tech-support,,,,0,1977,,,>50K
191,45,Private,153141,,,Married-civ-spouse,Adm-clerical,Husband,White,,,,40,,<=50K
192,41,,,Prof-school,15,,,Wife,,Female,,,,,>50K
193,,Local-gov,171328,10th,6,Widowed,,Unmarried,Black,Female,0,0,,United-States,<=50K
194,,,,,10,,,,,,0,,40,,
195,,,259014,Some-college,,Never-married,Transport-moving,,White,,0,,20,United-States,<=50K
196,42,Self-emp-not-inc,303044,,9,Married-civ-spouse,,,Asian-Pac-Islander,Male,,,,Cambodia,>50K
197,,,,,,,Other-service,,White,Female,,0,40,United-States,<=50K
198,32,,172579,HS-grad,9,Separated,,,White,,0,0,,United-States,
199,,Private,187666,Assoc-voc,11,,Exec-managerial,,,Female,0,,,United-States,<=50K
200,50,Private,204518,7th-8th,,,Craft-repair,,,Male,,0,,United-States,<=50K
201,45,,,HS-grad,,,Sales,,,Male,,0,,,
202,26,Private,,,7,Married-civ-spouse,Craft-repair,Husband,White,,,0,40,,<=50K
203,37,Self-emp-inc,,Some-college,,,Exec-managerial,,Asian-Pac-Islander,,,,,,
204,,,,Some-college,10,,,Own-child,White,,0,0,24,,
205,64,,21174,,9,,,,,Male,0,,,United-States,
206,33,,,,,Never-married,,,,Female,,0,,,
207,33,Private,222205,,,,Craft-repair,,White,Female,,,,United-States,>50K
208,61,Private,69867,,9,,Exec-managerial,,White,,,0,40,United-States,>50K
209,17,Private,,9th,5,Never-married,,Own-child,,,,,,United-States,<=50K
210,27,,,Masters,,Never-married,,,White,,,0,,United-States,
211,,,,,9,Divorced,Prof-specialty,,White,Female,,0,40,,<=50K
212,43,,477983,HS-grad,,Married-civ-spouse,,,,,0,0,,,<=50K
213,,,190174,Some-college,10,Never-married,,Not-in-family,White,,0,0,40,,<=50K
214,25,,,Some-college,,Never-married,Tech-support,Own-child,,Female,0,0,,,
215,,Private,,Some-college,,Married-civ-spouse,,,White,,,0,,United-States,
216,,,,,,Never-married,,Not-in-family,,,0,,,,
217,21,,205759,HS-grad,,Never-married,Handlers-cleaners,,,,,,40,United-States,
218,57,Federal-gov,,Masters,,,,Husband,,Male,15024,0,,United-States,>50K
219,,Private,220531,Prof-school,15,,,Husband,White,Male,0,0,60,,
220,,,176609,,,Divorced,Other-service,Not-in-family,,,,0,45,United-States,
221,50,Private,,7th-8th,,Married-civ-spouse,,,,Male,0,,,,<=50K
222,,Private,,,,,Prof-specialty,,White,Male,,0,45,,<=50K
223,29,,,Bachelors,,,,,,Male,0,,,United-States,
224,,Private,231931,,10,,,Own-child,,Male,,0,45,,
225,27,,,,13,Never-married,Tech-support,,,Female,0,,,United-States,<=50K
226,39,,157443,,,Married-civ-spouse,,Wife,,,3464,0,,,<=50K
227,24,Private,,,9,Never-married,Craft-repair,Own-child,White,Male,0,0,,,<=50K
228,38,Private,,HS-grad,9,Divorced,Sales,,,,,0,80,,
229,,Private,,,,,,,White,,,0,,,
230,,,217460,HS-grad,9,,Transport-moving,,White,Male,,,,,
231,24,,,Some-college,10,Married-civ-spouse,Adm-clerical,,Asian-Pac-Islander,,,,40,Laos,<=50K
232,43,Private,,,,,Adm-clerical,Not-in-family,,,0,0,40,,
233,26,Private,,Assoc-acdm,,,Tech-support,,,,,,45,,<=50K
234,,Private,,,12,,Prof-specialty,,,Female,,,33,United-States,
235,,,,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,,,Male,,,,,
236,,,34987,Some-college,10,Married-civ-spouse,Farming-fishing,,,Male,,0,,United-States,>50K
237,,Private,142897,Masters,,,Exec-managerial,Husband,,Male,7298,,35,Taiwan,>50K
238,19,,860348,,10,,,,Black,,,,,United-States,<=50K
239,36,Self-emp-not-inc,205607,,13,Divorced,,,Black,Female,,0,40,,>50K
240,,,,,10,,Sales,,White,Male,0,0,15,United-States,<=50K
241,24,Private,191954,,10,Never-married,,Not-in-family,,,0,0,,,
242,,Self-emp-not-inc,138714,,,Married-civ-spouse,,Husband,,Male,,0,,,
243,29,Private,,,10,,Tech-support,Not-in-family,,,,0,40,,
244,62,Private,,,9,,Other-service,,,Female,0,,,,<=50K
245,39,Self-emp-not-inc,,,,,Exec-managerial,Husband,,Male,,,,,
246,43,Private,,,,,,Husband,,Male,0,,50,,<=50K
247,,,,HS-grad,9,,Transport-moving,Not-in-family,White,Male,,,,United-States,
248,,,200381,,7,,Exec-managerial,Not-in-family,,,0,0,,,
249,63,,,HS-grad,,Married-civ-spouse,,Husband,,,,0,,,<=50K
250,,,211601,,11,,,,,,,0,,,
251,43,Private,,Some-college,,Married-civ-spouse,,,,,,,50,United-States,>50K
252,58,,,,,,,Husband,White,Male,0,0,40,United-States,<=50K
253,66,Private,127921,,9,Never-married,Transport-moving,,White,,2050,0,55,United-States,<=50K
254,,,,Some-college,10,Never-married,Craft-repair,,,,,0,45,United-States,
255,26,Private,224563,Bachelors,,Never-married,,,,Male,,,40,,
256,,,178686,Assoc-voc,11,Never-married,Other-service,,,Male,,,,,<=50K
257,,Local-gov,98545,10th,,Married-civ-spouse,Adm-clerical,,,,,,,United-States,
258,,Private,270942,,,Never-married,,Other-relative,White,,,,,Mexico,<=50K
259,,Private,94235,HS-grad,9,Never-married,,Other-relative,White,Male,,0,,,
260,19,Private,,,,Never-married,,Unmarried,Black,Male,0,0,30,Haiti,
261,,Private,261192,HS-grad,9,,Other-service,,,,,,40,United-States,<=50K
262,,,,,12,Never-married,,Not-in-family,White,Male,0,0,,United-States,
263,38,Private,296478,,,,Craft-repair,Husband,,Male,7298,,40,,>50K
264,36,,119272,HS-grad,,,,Husband,White,,7298,,40,United-States,
265,33,,85043,HS-grad,9,Never-married,,Not-in-family,White,Male,0,0,,,<=50K
266,,,293364,,,Never-married,,Own-child,Black,Female,,0,,United-States,<=50K
267,43,Self-emp-not-inc,,,,,Sales,,White,Male,0,,42,United-States,
268,,,,,7,Married-civ-spouse,,Husband,,Male,0,0,8,,<=50K
269,30,,,Assoc-voc,11,Divorced,,Unmarried,White,,0,,40,United-States,
270,,Private,,,12,Married-spouse-absent,,,White,,0,0,,Iran,
271,31,,,Bachelors,,Never-married,,Own-child,White,Male,0,,,,
272,,Private,,,,Married-civ-spouse,,,,Male,0,,40,,>50K
273,26,,,HS-grad,9,Married-civ-spouse,Other-service,,,,0,0,40,United-States,
274,33,Private,,,13,Married-civ-spouse,,Husband,,,,0,40,United-States,
275,46,Local-gov,329752,11th,7,,Transport-moving,Husband,,,0,,,United-States,<=50K
276,,,,Bachelors,13,,,,,Male,0,,,United-States,>50K
277,38,,,HS-grad,9,,,,White,,0,,40,United-States,>50K
278,65,,,,7,,Other-service,Unmarried,Other,,0,0,,United-States,
279,,,111949,,9,,Adm-clerical,Wife,White,Female,,,35,,<=50K
280,26,,,9th,5,Married-civ-spouse,,,White,,,,,Portugal,
281,,,,10th,,,,Wife,,,0,0,,,<=50K
282,62,Private,270092,Masters,14,Married-civ-spouse,,,,,,,40,,>50K
283,,,,Bachelors,,Married-civ-spouse,,Husband,,Male,0,,45,United-States,<=50K
284,43,,,,,,,Not-in-family,White,Male,,1564,45,,
285,28,Private,92262,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,,,,,,<=50K
286,56,,183081,Some-college,10,,Sales,Husband,,,,0,,,<=50K
287,57,,212448,,13,,,Not-in-family,White,Female,,,,United-States,
288,,Private,481060,HS-grad,,Divorced,Sales,Unmarried,,,,0,,United-States,<=50K
289,26,Federal-gov,185885,Some-college,10,,,,White,,0,0,15,United-States,<=50K
290,,,,11th,7,,Other-service,,White,Male,,,,United-States,<=50K
291,,State-gov,184018,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,,,0,,38,United-States,
292,45,,,HS-grad,9,,Machine-op-inspct,Husband,,,0,,,United-States,
293,20,,,,,Never-married,,,White,Female,0,,,,<=50K
294,,,80914,Masters,14,,,Not-in-family,White,,,,30,,
295,,,,,,,,Husband,White,,,0,50,United-States,<=50K
296,46,,214955,,,Divorced,Craft-repair,Not-in-family,White,Female,0,,,,<=50K
297,25,Private,344991,,,,,Husband,White,,,,,,<=50K
298,46,,,,10,Divorced,,Not-in-family,White,,,0,40,,
299,,Private,,HS-grad,9,,Other-service,Not-in-family,,,0,0,25,,
300,,,,Some-college,10,,Adm-clerical,,,,0,,16,United-States,<=50K
301,27,,301302,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,,,,50,,
302,,,,Assoc-acdm,,,Craft-repair,,,Male,0,0,,,<=50K
303,34,State-gov,98101,,,,Exec-managerial,,White,,7688,0,45,,>50K
304,,Private,,Some-college,,Married-civ-spouse,,Husband,White,Male,0,,,United-States,
305,45,Private,,,,,Handlers-cleaners,,White,,0,0,,United-States,
306,,,,,9,,,Other-relative,,,0,,,,<=50K
307,,,86872,Bachelors,,Married-civ-spouse,Exec-managerial,Husband,White,Male,,,,,
308,,,132178,,13,Married-civ-spouse,,Husband,,,0,0,50,United-States,>50K
309,,Private,108574,Some-college,,,Other-service,,White,,0,,40,,
310,50,State-gov,,,,Married-civ-spouse,,,,Male,0,,40,,>50K
311,,Private,227689,,11,,Tech-support,Not-in-family,,,0,,,United-States,
312,,Private,166481,7th-8th,4,,,Husband,Other,Male,,2179,40,Puerto-Rico,<=50K
313,28,,110145,,,,,Husband,,Male,,,,United-States,<=50K
314,,Self-emp-not-inc,317253,,9,,,,,Male,0,,25,,
315,28,,123147,Some-college,10,Married-civ-spouse,,,,Female,0,1887,,United-States,
316,,,364657,Some-college,10,,,Husband,,,,0,50,United-States,
317,41,,42346,,,,Other-service,Not-in-family,Black,Female,,0,24,United-States,
318,33,Private,,,10,,,Unmarried,White,Female,,,40,United-States,
319,,,188386,Doctorate,,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,,,United-States,
320,31,,1033222,Some-college,,,Machine-op-inspct,,White,,,0,,United-States,
321,,Private,,12th,8,Divorced,Craft-repair,Not-in-family,,Male,,0,50,,>50K
322,52,,,1st-4th,,,,Husband,White,Male,,0,40,,
323,,,426017,11th,7,Never-married,,Own-child,,,,0,19,,<=50K
324,,,,,9,Divorced,,,,Female,0,,,,
325,,,175024,,7,Never-married,Handlers-cleaners,,White,,,0,18,,<=50K
326,32,State-gov,,,,Married-civ-spouse,Exec-managerial,Wife,,,0,,,,
327,,Private,228528,10th,6,,Craft-repair,,,,,0,35,,
328,25,Private,,HS-grad,9,,Transport-moving,,,,,,60,United-States,
329,,,,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,,40,,
330,,,204653,HS-grad,,,Handlers-cleaners,,,Male,0,,72,,<=50K
331,,,222289,HS-grad,,,Exec-managerial,Husband,White,Male,,0,40,,>50K
332,,Local-gov,,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,,,40,,
333,80,,107762,,9,,,,,Male,,0,24,United-States,<=50K
334,,,202521,,7,Never-married,,Own-child,White,,0,0,40,,<=50K
335,40,,,,,Married-spouse-absent,,Not-in-family,,Female,2174,0,40,United-States,
336,30,Private,29662,Assoc-acdm,,Married-civ-spouse,,Wife,,Female,,0,25,,
337,,Private,,Some-college,,,,,,Male,0,,,,<=50K
338,,Private,,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,,,
339,34,Local-gov,284843,,,,,,,Male,594,0,,,<=50K
340,,Local-gov,117018,Some-college,,,Protective-serv,,,Female,0,0,,,
341,23,,,,10,Married-civ-spouse,Adm-clerical,,White,,,,40,United-States,<=50K
342,,Private,45857,HS-grad,9,Divorced,Adm-clerical,,,Female,0,0,28,United-States,
343,,,191073,HS-grad,9,Never-married,,Own-child,White,,,0,40,United-States,<=50K
344,,Private,116632,Some-college,,Married-civ-spouse,,,White,Male,0,,40,United-States,
345,,Private,,Some-college,10,,Sales,,,Male,,0,,United-States,<=50K
346,51,,,,,Married-civ-spouse,,,,Male,,,40,United-States,<=50K
347,20,Private,146538,HS-grad,9,Married-civ-spouse,Machine-op-inspct,,,Male,,,40,,
348,,,258872,11th,,Never-married,,,,Female,0,,5,United-States,<=50K
349,45,Self-emp-inc,197332,Some-college,,,,Husband,White,Male,,0,,United-States,
350,60,Private,,,,Married-civ-spouse,Craft-repair,,White,Male,,0,40,,
351,,,197583,,12,,,,,Male,0,,,,
352,,Self-emp-not-inc,234885,HS-grad,,,Sales,,White,,,0,40,United-States,>50K
353,,Private,,,9,Married-civ-spouse,,,,,,0,,United-States,<=50K
354,,Private,351299,Some-college,10,Married-civ-spouse,,Husband,,,0,0,50,United-States,
355,23,Private,54012,HS-grad,9,,,,,Male,,,60,,<=50K
356,32,,,Some-college,,Married-civ-spouse,,Husband,White,Male,,0,40,United-States,<=50K
357,,,,,12,,,Own-child,,,0,0,,,
358,32,,,Bachelors,,,,,White,,,,,United-States,<=50K
359,50,Private,193374,,,Married-spouse-absent,,,,,,,,United-States,<=50K
360,24,Private,,,13,,Tech-support,,,Female,0,,20,United-States,
361,37,Private,,HS-grad,,Married-civ-spouse,Adm-clerical,,White,,0,0,60,United-States,
362,52,Private,,,,,Transport-moving,,,Male,,,40,United-States,<=50K
363,49,Private,192776,Masters,14,,Exec-managerial,Husband,,Male,0,,45,,
364,30,Private,118551,Bachelors,,Married-civ-spouse,Tech-support,Wife,White,,0,,,United-States,
365,,,,,10,Never-married,,,White,,0,0,40,,
