48,12.37,1.21,,,98,2.42,2.65,.37,2.08,4.6,1.19,2.3,,
49,12.37,1.17,,19.6,,,,,,,,,510,2
50,13.34,.94,2.36,,,2.53,1.3,,.42,3.17,1.02,,,
51,12.29,,,,103,1.1,,,,3.05,.906,1.82,870,
52,13.86,1.51,2.67,25,,2.95,2.86,,1.87,,,3.16,,2
53,,,,30,139,3.3,2.89,.21,,3.35,,3.5,,
54,,,2.3,21,,,,.13,,3.21,.99,3.13,886,
55,,1.88,1.92,,97,1.61,1.57,,1.15,,1.23,,428,
56,,.9,1.71,,86,1.95,,,,4.6,,2.48,,2
57,11.84,,2.23,,,1.72,,.43,,,.96,,500,2
58,12.33,,,14.8,136,1.9,1.85,,,3.4,,2.31,,
59,12.7,3.87,2.4,,101,2.83,,,,,,,463,2
60,,.92,2,19,86,2.42,2.26,.3,1.43,,1.38,,278,
61,,1.81,2.2,18.8,86,2.2,2.53,.26,1.77,3.9,1.16,3.14,714,2
62,12.08,,,24,,2,1.58,.4,,,1.31,2.72,,
63,13.05,3.86,,,85,,1.59,.61,1.62,4.8,.84,2.01,,2
64,,.89,,18,,2.2,,,2.35,3.05,,3.08,,2
65,12.16,,2.31,22.8,90,,1.69,.43,,2.45,1.33,,,2
66,,2.06,2.46,,84,1.95,1.69,,1.35,2.8,,2.75,680,2
67,12.08,1.33,2.3,23.6,,,1.59,,1.38,,1.07,3.21,,2
68,,1.83,2.32,,81,1.6,1.5,.52,1.64,2.4,1.08,2.27,,
69,12,1.51,2.42,,,1.45,1.25,.5,,,1.05,2.65,,2
70,,,,20.7,80,,,.58,1.62,3.05,.96,,,2
71,12.29,2.83,,18,88,2.45,,.25,1.99,,1.15,3.3,,2
72,11.62,1.99,,18,98,3.02,2.26,.17,,,1.16,2.96,,2
73,12.47,1.52,,19,,2.5,,.32,3.28,2.6,1.16,,937,
74,12.29,1.41,1.98,,85,2.55,2.5,,1.77,2.9,1.23,,428,2
75,,3.17,2.21,18,,2.85,2.99,.45,2.81,2.3,,,406,2
76,12.08,2.08,,17.5,97,2.23,2.17,.26,1.4,,,,710,2
77,12.6,1.34,1.9,18.5,88,,,.29,1.35,,1.04,2.77,562,2
78,,1.73,1.98,20.5,85,2.2,,,1.48,2.94,,,672,2
79,12.42,2.55,2.27,22,90,,,.66,1.42,,,,315,
80,12.25,,,,,1.65,2.03,,1.63,3.4,1,,510,2
81,12.72,1.75,2.28,22.5,,,,,1.63,,.88,,,2
82,,,1.94,19,92,2.36,2.04,.39,2.08,,,,312,2
83,11.61,1.35,2.7,20,94,,,.29,,2.65,.96,3.26,680,2
84,,2.43,2.17,21,88,2.55,,.26,1.22,2,.9,,325,2
85,11.76,2.68,,20,103,,,.6,1.05,3.8,,2.5,,2
86,,.74,2.5,21,,2.48,2.01,.42,,,,2.31,434,
87,11.82,1.47,,,86,1.98,,.3,1.53,,.95,3.33,495,2
88,,,2.19,22.5,108,2,,,1.61,,1.06,2.96,,2
89,12,,2,,87,,,.37,,1.28,.93,3.05,,
90,,,2.42,20,,2.9,2.79,.32,1.83,,.8,,625,
91,11.56,,3.23,,,3.18,,.47,,6,.93,,465,2
92,,4.43,2.73,26.5,102,,2.13,.43,,,.92,,,
93,,,2.17,21,,2.6,2.65,.37,1.35,2.76,.86,,378,
94,11.79,2.13,2.78,28.5,92,,,.58,1.76,3,.97,,466,2
95,12.88,,,20,104,1.3,1.22,,.83,5.4,,1.42,,3
96,,2.31,2.4,,,,1.09,.27,.83,,.66,1.36,560,3
97,12.7,3.55,,21.5,,1.7,1.2,,,5,,,600,3
98,,1.24,,17.5,85,2,.58,.6,1.25,5.45,.75,,650,3
99,12.25,4.72,2.54,21,89,1.38,.47,.53,.8,3.85,,1.27,720,3
100,,,2.64,25,,1.79,,.63,1.1,,,,,
101,12.84,2.96,2.61,,,2.32,,.53,.81,4.92,.89,,,
102,12.93,2.81,2.7,21,96,1.54,.5,,.75,,.77,,600,3
103,,2.56,2.35,20,89,,.5,,.64,5.6,.7,,,
104,,3.17,,,97,1.55,.52,.5,.55,,,2.06,520,
105,,,,20,92,2,.8,,,4.4,.91,,,
106,,,2.2,18.5,112,1.38,.78,.29,1.14,8.21,,2,855,
107,,,2.15,21,,,.55,.43,1.3,4,.6,,,
108,,5.04,,,80,.98,,.4,.68,,,1.33,415,3
109,12.87,,2.48,,,,.65,.47,,7.65,,1.86,,3
110,,3.24,,21.5,92,1.93,.76,.45,1.25,8.42,.55,1.62,650,
111,13.08,3.9,2.36,21.5,,1.41,1.39,,,,,1.33,550,3
112,13.5,3.12,2.62,24,123,,1.57,,1.25,8.60,.59,,500,3
113,12.79,,2.48,22,112,1.48,1.36,,,10.8,,,480,
114,13.11,,2.75,25.5,,,,.26,,7.1,,1.33,425,3
115,,3.3,2.28,18.5,,,,,,10.52,.56,,,
116,12.58,,2.1,20,103,,.58,.53,1.4,,.58,1.55,640,3
117,,5.19,2.32,,93,,.63,.61,,,,,,
118,,,2.38,,,1.8,,,1.56,9.01,,,480,
119,14.34,,2.7,,98,,,,,13,.57,1.96,,
120,13.48,1.67,,22.5,89,,,,,11.75,.57,,620,
121,,3.83,2.38,21,88,2.3,.92,.5,,,,1.58,520,3
122,,,2.58,,106,,.6,.6,,,,2.11,,
123,12.96,,,18.5,,1.39,.7,,,5.28,,,675,
124,13.78,2.76,,22,90,1.35,,,1.03,9.58,,,615,3
125,13.45,3.7,2.6,,,,.92,.43,1.46,10.68,,1.56,695,3
126,12.82,3.37,2.3,,88,1.48,.66,,.97,10.26,.72,1.75,685,3
127,13.58,,,24.5,,1.55,.84,,1.54,,.74,,750,3
128,12.77,,2.28,,86,,.51,,.64,9.899999,.57,,470,3
129,14.16,,2.48,20,,,,.44,,9.7,,1.71,660,3
130,,,,20.5,,1.68,.61,.52,1.06,,,1.74,740,
131,13.4,3.91,,,102,1.8,,.43,,,,1.56,,3
132,13.27,,2.26,,,,,,1.35,,,,835,3
133,,,2.74,,,,.76,,,9.2,.61,1.6,560,3
