,sepal length,sepal width,petal length,petal width,type
102,6.3,3.4,4.04,1.31,Iris-versicolor
103,6.029999999999999,3.0,4.02,1.3000000000000003,Iris-virginica
104,6.0,3.0,4.02,1.8,Iris-versicolor
105,6.0,3.0,5.4,2.1,Iris-virginica
106,6.9,3.1,5.1,1.31,Iris-virginica
107,5.8,2.7,5.1,1.9,Iris-versicolor
108,6.7,3.0,5.7,2.5,Iris-virginica
109,6.0,3.0,5.2,2.3,Iris-virginica
110,6.3,2.5,5.0,1.9,Iris-versicolor
111,6.0,3.4,5.4,2.3,Iris-virginica
112,5.9,3.0,4.02,1.3000000000000003,Iris-virginica
