,sepal length,sepal width,petal length,petal width,type
54,5.9,3.1000000000000005,3.4799999999999995,1.8,Iris-versicolor
55,6.1,2.8,4.0,1.2400000000000002,Iris-versicolor
56,6.3,3.1000000000000005,3.4799999999999995,1.5,Iris-versicolor
57,6.1,2.8,4.7,1.2500000000000002,Iris-versicolor
58,6.4,3.1000000000000005,4.3,1.3,Iris-versicolor
59,5.82,3.0,3.5100000000000002,1.4,Iris-versicolor
60,6.8,3.1000000000000005,4.8,1.4,Iris-versicolor
61,5.839999999999999,3.1000000000000005,4.5,1.5,Iris-versicolor
62,5.7,2.6,3.5,1.0,Iris-versicolor
63,5.5,2.4,3.62,1.0,Iris-versicolor
64,5.5,3.0800000000000005,3.7,1.08,Iris-versicolor
65,6.0,3.1000000000000005,3.4799999999999995,1.6,Iris-versicolor
66,5.4,3.0,4.5,1.5,Iris-versicolor
67,5.82,3.4,3.4799999999999995,1.2500000000000002,Iris-versicolor
68,5.8199999999999985,2.3,4.4,1.3,Iris-versicolor
69,5.84,3.1000000000000005,4.1,1.2900000000000003,Iris-versicolor
70,5.5,2.5,4.0,1.3,Iris-versicolor
71,5.5,3.0800000000000005,3.6700000000000004,1.08,Iris-versicolor
72,5.839999999999999,3.1000000000000005,4.6,1.4,Iris-versicolor
73,5.84,3.1000000000000005,4.0,1.2,Iris-versicolor
74,5.8100000000000005,3.1000000000000005,3.3,1.0,Iris-versicolor
75,5.1,3.0800000000000005,3.6700000000000004,1.1,Iris-versicolor
76,5.84,3.1000000000000005,4.1,1.3,Iris-versicolor
77,5.8,2.7,5.1,1.9,Iris-virginica
78,7.1,3.1000000000000005,3.4799999999999995,2.1,Iris-virginica
79,5.8,2.9,3.5100000000000002,1.8,Iris-versicolor
80,6.5,3.0,3.5100000000000002,2.2,Iris-versicolor
81,7.6,3.1000000000000005,6.6,2.1,Iris-virginica
82,4.9,3.0800000000000005,4.5,1.7,Iris-virginica
83,5.799999999999999,2.5,5.8,1.8,Iris-versicolor
84,5.8199999999999985,3.6,6.1,2.5,Iris-virginica
85,6.4,2.7,3.5100000000000002,1.2200000000000002,Iris-virginica
86,5.8,2.5,3.5100000000000002,2.0,Iris-versicolor
87,5.8,2.8,5.1,1.2500000000000002,Iris-virginica
88,6.4,3.1000000000000005,3.4799999999999995,1.2500000000000002,Iris-virginica
89,6.5,3.1000000000000005,5.5,1.8,Iris-virginica
90,5.799999999999999,2.6,6.9,2.3,Iris-virginica
91,6.0,3.1000000000000005,5.0,1.5,Iris-versicolor
92,6.9,3.1000000000000005,5.7,2.3,Iris-virginica
93,5.8,2.8,3.5100000000000002,2.0,Iris-virginica
94,5.799999999999999,2.8,6.7,2.0,Iris-virginica
95,5.799999999999999,2.7,4.9,1.2300000000000002,Iris-versicolor
96,6.7,3.1000000000000005,5.7,1.3000000000000003,Iris-virginica
97,5.8199999999999985,3.2,6.0,1.8,Iris-virginica
98,6.2,3.1000000000000005,4.8,1.8,Iris-virginica
99,6.1,3.0,3.5100000000000002,1.8,Iris-virginica
100,7.9,3.1000000000000005,6.4,2.0,Iris-virginica
101,6.4,3.1000000000000005,5.6,1.3000000000000003,Iris-versicolor
102,6.3,3.1000000000000005,3.4799999999999995,1.2500000000000002,Iris-versicolor
103,5.8199999999999985,3.1000000000000005,5.6,2.4,Iris-virginica
104,5.82,3.0,3.5100000000000002,1.8,Iris-versicolor
105,6.9,3.1000000000000005,3.4799999999999995,2.1,Iris-virginica
106,5.8199999999999985,3.1000000000000005,5.6,1.3000000000000003,Iris-virginica
107,5.82,3.1000000000000005,3.4799999999999995,2.3,Iris-versicolor
108,5.8,2.7,5.1,1.2300000000000002,Iris-versicolor
109,5.8199999999999985,3.2,5.9,1.3000000000000003,Iris-versicolor
110,6.7,3.1000000000000005,5.7,1.3000000000000003,Iris-virginica
111,6.7,3.0,3.5100000000000002,2.3,Iris-virginica
112,6.5,3.0,5.2,1.31,Iris-virginica
