114,13.32,3.24,2.38,,,1.93,.76,.45,1.25,8.42,.55,1.62,650,3
115,,3.9,2.36,,113,,1.39,,1.14,9.40,.57,1.33,550,3
116,13.5,,2.62,,123,1.4,1.57,,1.25,8.60,.59,1.3,500,3
117,12.79,2.67,,22,,1.48,,.24,1.26,10.8,.48,1.47,480,
118,13.11,1.9,2.75,25.5,116,2.2,1.28,,1.56,7.1,,1.33,425,3
119,12.58,1.29,2.1,20,103,1.48,.58,.53,1.4,,.58,1.55,640,3
120,,,2.32,22,93,1.74,.63,.61,1.55,7.9,.6,1.48,725,3
121,,4.12,2.38,19.5,,1.8,.83,.48,1.56,9.01,,1.64,480,3
122,14.34,1.68,2.7,25,98,2.8,1.31,.53,2.7,13,.57,1.96,660,3
123,13.48,1.67,,22.5,89,,1.1,.52,2.29,11.75,.57,1.78,620,
124,12.36,3.83,,21,,2.3,.92,,1.04,7.65,.56,1.58,,3
125,12.96,3.45,2.35,18.5,106,,.7,,,5.28,,,675,3
126,13.78,2.76,2.3,22,90,1.35,.68,.41,1.03,9.58,.7,,615,3
127,13.45,3.7,2.6,23,111,,.92,.43,1.46,10.68,.85,1.56,695,
128,12.77,2.39,2.28,19.5,86,1.39,.51,.48,.64,9.899999,.57,1.63,470,3
129,14.16,2.51,2.48,,91,1.68,.7,.44,1.24,9.7,.62,1.71,,3
130,,5.65,2.45,20.5,,1.68,.61,,,7.7,.64,1.74,740,3
131,13.4,3.91,2.48,23,102,1.8,.75,.43,,7.3,,1.56,,3
132,13.27,,2.26,20,120,,.69,.43,1.35,10.2,.59,1.56,835,3
133,13.17,2.59,2.37,,120,1.65,.68,,1.46,9.3,.6,1.62,840,3
